Max_Temp,Avg_Temp,Min_Temp,Max_Dew,Avg_Dew,Min_Dew,Max_Humidity,Avg_Humidity,Min_Humidity,Max_Wind,Avg_Wind,Min_Wind,Max_Pressure,Avg_Pressure,Min_Pressure,Date,Chicago,Miami,New York,Austin
67,50.9,45,64,50.2,45,100,97.8,72,25,9.6,0,29.1,29.0,28.8,2020-03-27,1.0,0.0,0.0,0.0
63,49.0,44,50,39.7,36,87,70.7,54,32,21.4,10,29.3,29.0,28.8,2020-03-28,1.0,0.0,0.0,0.0
50,44.0,40,36,33.3,31,73,66.2,52,18,13.2,6,29.5,29.4,29.3,2020-03-29,1.0,0.0,0.0,0.0
42,38.9,37,36,34.3,31,93,83.6,73,15,11.9,8,29.5,29.4,29.3,2020-03-30,1.0,0.0,0.0,0.0
45,32.9,20,83,62.3,51,20,12.8,7,29.4,29.2,29.1,0.00,0,0,2020-03-31,1.0,0.0,0.0,0.0
33,27.8,21,20,17.7,15,78,66.2,56,14,10.0,6,29.6,29.6,29.5,2021-02-01,1.0,0.0,0.0,0.0
35,26.6,17,21,16.8,12,81,67.5,48,9,6.0,0,29.5,29.4,29.3,2021-02-02,1.0,0.0,0.0,0.0
39,32.2,19,30,25.3,12,89,76.2,55,30,16.7,8,29.3,28.8,28.6,2021-02-03,1.0,0.0,0.0,0.0
17,13.5,9,9,2.7,-1,71,62.4,54,26,21.0,12,29.3,29.1,28.9,2021-02-04,1.0,0.0,0.0,0.0
14,9.1,4,5,0.1,-5,77,67.3,49,17,11.3,8,29.4,29.4,29.3,2021-02-05,1.0,0.0,0.0,0.0
6,0.5,-6,-9,-11.9,-15,65,56.3,46,14,8.4,0,29.6,29.6,29.5,2021-02-06,1.0,0.0,0.0,0.0
15,10.8,2,9,3.0,-11,80,71.0,52,12,3.0,0,29.7,29.6,29.6,2021-02-07,1.0,0.0,0.0,0.0
18,10.1,3,4,-3.8,-7,77,54.9,36,12,7.4,0,29.7,29.7,29.6,2021-02-08,1.0,0.0,0.0,0.0
17,13.5,7,8,2.1,-6,74,61.0,45,15,9.8,5,29.8,29.7,29.7,2021-02-09,1.0,0.0,0.0,0.0
24,16.8,5,14,6.7,-4,78,64.7,54,16,10.7,0,29.8,29.7,29.7,2021-02-10,1.0,0.0,0.0,0.0
20,13.8,9,9,4.3,0,77,66.5,56,14,11.1,8,29.7,29.7,29.7,2021-02-11,1.0,0.0,0.0,0.0
14,8.4,0,6,1.0,-11,77,71.7,60,16,11.4,8,29.7,29.6,29.6,2021-02-12,1.0,0.0,0.0,0.0
5,1.3,-3,-6,-10.3,-16,69,59.1,43,18,11.9,8,29.8,29.8,29.7,2021-02-13,1.0,0.0,0.0,0.0
18,8.0,1,12,1.4,-7,81,74.6,65,18,14.2,9,29.8,29.6,29.3,2021-02-14,1.0,0.0,0.0,0.0
21,13.0,8,8,4.7,2,80,69.7,57,16,11.4,5,29.6,29.4,29.3,2021-02-15,1.0,0.0,0.0,0.0
24,16.0,7,9,5.5,1,84,64.1,46,10,4.5,0,29.7,29.7,29.6,2021-02-16,1.0,0.0,0.0,0.0
25,20.4,17,16,12.3,7,88,71.1,60,8,3.7,0,29.7,29.7,29.6,2021-02-17,1.0,0.0,0.0,0.0
20,15.9,8,10,6.5,2,80,66.8,55,15,9.8,6,29.6,29.6,29.6,2021-02-18,1.0,0.0,0.0,0.0
29,17.8,5,14,8.5,0,92,68.2,53,9,5.6,0,29.7,29.7,29.6,2021-02-19,1.0,0.0,0.0,0.0
38,30.4,19,33,21.4,9,89,70.4,48,18,11.9,5,29.7,29.4,29.0,2021-02-20,1.0,0.0,0.0,0.0
40,33.9,26,31,26.0,20,85,73.3,60,21,17.1,12,29.2,29.1,28.9,2021-02-21,1.0,0.0,0.0,0.0
44,40.6,36,31,29.5,28,76,65.0,55,14,10.5,6,29.2,29.1,28.9,2021-02-22,1.0,0.0,0.0,0.0
45,40.0,32,33,29.4,25,75,66.2,56,20,11.7,3,29.6,29.3,29.0,2021-02-23,1.0,0.0,0.0,0.0
40,32.9,25,24,21.7,19,81,64.6,43,14,7.1,0,29.7,29.6,29.6,2021-02-24,1.0,0.0,0.0,0.0
42,35.8,26,30,22.3,15,76,59.6,36,16,8.2,0,29.6,29.4,29.2,2021-02-25,1.0,0.0,0.0,0.0
49,39.6,34,38,33.2,31,96,79.1,52,10,7.6,6,29.4,29.3,29.2,2021-02-26,1.0,0.0,0.0,0.0
49,42.2,34,47,37.9,26,97,85.1,70,21,10.6,3,29.3,29.1,29.0,2021-02-27,1.0,0.0,0.0,0.0
26,20.7,14,79,71.2,60,17,11.8,7,29.6,29.5,29.4,0.05,0,0,2021-02-28,1.0,0.0,0.0,0.0
51,42.9,39,52,52.0,52,29.4,29.3,29.2,0.00,0,0,0,0,0,2024-03-01,1.0,0.0,0.0,0.0
59,48.3,40,64,42.5,28,29.4,29.4,29.4,0,0,0,0,0,0,2024-03-02,1.0,0.0,0.0,0.0
43,36.8,32,56,42.5,27,29.4,29.4,29.3,0,0,0,0,0,0,2024-03-03,1.0,0.0,0.0,0.0
37,31.1,26,71,55.4,39,29.3,29.2,29.1,0,0,0,0,0,0,2024-03-04,1.0,0.0,0.0,0.0
29,21.4,16,96,79.9,57,29.3,29.2,29.1,0,0,0,0,0,0,2024-03-05,1.0,0.0,0.0,0.0
39,35.4,30,83,73.5,56,29.3,29.3,29.3,0,0,0,0,0,0,2024-03-06,1.0,0.0,0.0,0.0
48,42.2,37,79,55.8,33,29.5,29.4,29.2,0,0,0,0,0,0,2024-03-07,1.0,0.0,0.0,0.0
59,53.6,42,54,46.1,35,29.3,29.2,29.1,0,0,0,0,0,0,2024-03-08,1.0,0.0,0.0,0.0
41,37.5,34,59,50.4,41,29.2,29.2,29.1,0,0,0,0,0,0,2024-03-09,1.0,0.0,0.0,0.0
39,34.6,20,13,8.9,6,29.3,29.2,29.1,0,0,0,0,0,0,2024-03-10,1.0,0.0,0.0,0.0
39,35.5,30,13,8.7,5,29.5,29.4,29.3,0,0,0,0,0,0,2024-03-11,1.0,0.0,0.0,0.0
44,41.1,37,25,17.0,10,29.3,29.1,29.0,0,0,0,0,0,0,2024-03-12,1.0,0.0,0.0,0.0
36,28.5,18,22,10.9,5,29.3,29.2,29.1,0,0,0,0,0,0,2024-03-13,1.0,0.0,0.0,0.0
18,18.0,18,23,14.7,8,29.5,29.4,29.3,0,0,0,0,0,0,2024-03-14,1.0,0.0,0.0,0.0
35,27.9,20,18,12.6,8,0.00,0,0,0,0,0,0,0,0,2024-03-15,1.0,0.0,0.0,0.0
42,36.8,33,12,7.8,3,0.00,0,0,0,0,0,0,0,0,2024-03-16,1.0,0.0,0.0,0.0
43,40.4,35,16,10.1,5,0.00,0,0,0,0,0,0,0,0,2024-03-17,1.0,0.0,0.0,0.0
56,44.0,37,22,13.2,8,0.00,0,0,0,0,0,0,0,0,2024-03-18,1.0,0.0,0.0,0.0
36,34.7,33,14,13.5,13,1.10,0,0,0,0,0,0,0,0,2024-03-19,1.0,0.0,0.0,0.0
38,32.2,26,25,13.4,5,0.03,0,0,0,0,0,0,0,0,2024-03-20,1.0,0.0,0.0,0.0
24,17.5,14,23,13.2,8,0.00,0,0,0,0,0,0,0,0,2024-03-21,1.0,0.0,0.0,0.0
18,14.5,10,13,6.4,0,0.00,0,0,0,0,0,0,0,0,2024-03-22,1.0,0.0,0.0,0.0
58,46.5,34,22,12.3,0,0.75,0,0,0,0,0,0,0,0,2024-03-23,1.0,0.0,0.0,0.0
86,62.5,44,20,10.6,3,0.00,0,0,0,0,0,0,0,0,2024-03-24,1.0,0.0,0.0,0.0
83,57.7,28,29,17.3,7,0.00,0,0,0,0,0,0,0,0,2024-03-25,1.0,0.0,0.0,0.0
90,72.6,59,18,14.3,10,0.00,0,0,0,0,0,0,0,0,2024-03-26,1.0,0.0,0.0,0.0
93,83.1,73,16,13.2,9,0.00,0,0,0,0,0,0,0,0,2024-03-27,1.0,0.0,0.0,0.0
93,74.1,38,29.6,29.5,29.4,0.33,0,0,0,0,0,0,0,0,2024-03-28,1.0,0.0,0.0,0.0
76,71.5,65,29.4,29.4,29.3,0.35,0,0,0,0,0,0,0,0,2024-03-29,1.0,0.0,0.0,0.0
93,86.3,77,29.3,29.2,29.1,0.00,0,0,0,0,0,0,0,0,2024-03-30,1.0,0.0,0.0,0.0
83,62.6,43,29.3,29.2,29.1,0.00,0,0,0,0,0,0,0,0,2024-03-31,1.0,0.0,0.0,0.0
42,38.2,34,34,31.5,30,86,77.0,65,16,10.0,0,29.5,29.4,29.4,2024-02-01,1.0,0.0,0.0,0.0
40,34.9,31,32,28.9,27,86,79.1,68,12,7.0,5,29.5,29.4,29.4,2024-02-02,1.0,0.0,0.0,0.0
46,37.8,33,33,30.3,28,86,75.3,50,15,9.3,6,29.4,29.4,29.4,2024-02-03,1.0,0.0,0.0,0.0
42,37.0,33,32,30.8,30,89,78.8,62,12,9.3,6,29.5,29.4,29.4,2024-02-04,1.0,0.0,0.0,0.0
42,36.7,33,34,31.9,29,93,83.2,67,8,5.3,0,29.6,29.5,29.5,2024-02-05,1.0,0.0,0.0,0.0
47,40.6,30,35,31.6,28,92,71.5,56,12,6.4,0,29.6,29.5,29.3,2024-02-06,1.0,0.0,0.0,0.0
58,54.0,47,49,42.0,31,80,64.7,47,30,18.4,9,29.3,29.1,29.0,2024-02-07,1.0,0.0,0.0,0.0
57,49.2,38,48,36.1,29,80,61.4,49,23,12.6,3,29.2,29.1,29.0,2024-02-08,1.0,0.0,0.0,0.0
43,37.1,33,28,25.7,24,79,64.3,51,14,8.7,3,29.4,29.3,29.2,2024-02-09,1.0,0.0,0.0,0.0
43,34.2,29,26,23.8,21,85,66.6,47,12,5.8,0,29.4,29.4,29.3,2024-02-10,1.0,0.0,0.0,0.0
46,36.2,27,28,24.7,22,85,65.2,42,9,4.3,0,29.3,29.2,29.1,2024-02-11,1.0,0.0,0.0,0.0
41,35.3,30,26,20.8,17,75,56.9,40,10,7.4,0,29.5,29.3,29.2,2024-02-12,1.0,0.0,0.0,0.0
47,38.1,27,25,22.1,20,75,54.2,37,10,5.6,0,29.6,29.5,29.3,2024-02-13,1.0,0.0,0.0,0.0
45,40.9,32,40,24.0,8,82,53.7,27,22,14.4,8,29.5,29.3,29.1,2024-02-14,1.0,0.0,0.0,0.0
33,29.8,23,18,13.4,9,64,50.6,43,22,10.4,3,29.5,29.4,29.4,2024-02-15,1.0,0.0,0.0,0.0
30,21.5,14,13,6.2,-1,63,52.1,40,25,16.9,8,29.5,29.4,29.2,2024-02-16,1.0,0.0,0.0,0.0
46,34.5,24,19,16.6,13,66,49.8,31,20,11.8,0,29.4,29.2,29.1,2024-02-17,1.0,0.0,0.0,0.0
51,39.0,27,28,22.0,18,75,53.4,29,9,4.7,0,29.5,29.4,29.4,2024-02-18,1.0,0.0,0.0,0.0
58,45.5,32,33,28.2,25,75,53.8,30,16,8.7,3,29.5,29.5,29.4,2024-02-19,1.0,0.0,0.0,0.0
67,55.0,46,41,35.7,31,56,49.0,34,20,10.3,0,29.4,29.2,29.1,2024-02-20,1.0,0.0,0.0,0.0
60,51.9,47,36,32.7,28,61,48.8,30,13,6.2,0,29.1,29.0,29.0,2024-02-21,1.0,0.0,0.0,0.0
52,37.4,28,33,28.1,21,88,70.7,40,26,15.5,6,29.2,29.1,29.0,2024-02-22,1.0,0.0,0.0,0.0
35,30.0,25,20,16.6,13,69,58.0,46,22,11.3,0,29.4,29.3,29.3,2024-02-23,1.0,0.0,0.0,0.0
61,46.7,33,37,28.3,19,68,50.2,34,20,10.2,0,29.3,29.1,29.1,2024-02-24,1.0,0.0,0.0,0.0
72,57.5,43,52,36.0,29,70,47.2,24,17,10.3,0,29.2,29.0,28.8,2024-02-25,1.0,0.0,0.0,0.0
72,62.3,54,58,54.2,46,90,75.7,57,25,13.7,0,28.8,28.7,28.6,2024-02-26,1.0,0.0,0.0,0.0
53,32.5,24,43,17.3,1,76,55.6,33,29,18.8,12,29.7,29.2,28.7,2024-02-27,1.0,0.0,0.0,0.0
45,33.4,20,18,9.5,2,52,37.7,26,17,10.3,0,29.8,29.7,29.6,2024-02-28,1.0,0.0,0.0,0.0
40,35.0,32,86,78.1,55,16,10.3,6,29.4,29.3,29.2,0.00,0,0,2024-02-29,1.0,0.0,0.0,0.0
84,76.6,70,97,81.9,57,16,9.6,5,0.00,0,0,0,0,0,2024-03-01,0.0,1.0,0.0,0.0
82,76.8,73,96,81.7,63,30.2,30.2,30.1,0.00,0,0,0,0,0,2024-03-02,0.0,1.0,0.0,0.0
86,78.6,72,91,77.4,59,30.2,30.1,30.1,0.00,0,0,0,0,0,2024-03-03,0.0,1.0,0.0,0.0
85,79.3,74,91,89.5,88,30.1,30.1,30.0,0.00,0,0,0,0,0,2024-03-04,0.0,1.0,0.0,0.0
90,80.9,73,84,62.3,48,30.1,30.0,30.0,0.00,0,0,0,0,0,2024-03-05,0.0,1.0,0.0,0.0
77,71.1,66,70,60.7,47,30.0,30.0,29.9,0.00,0,0,0,0,0,2024-03-06,0.0,1.0,0.0,0.0
69,65.6,63,81,67.3,58,29.9,29.9,29.9,0.00,0,0,0,0,0,2024-03-07,0.0,1.0,0.0,0.0
68,66.3,65,79,65.6,49,30.0,29.9,29.9,0.00,0,0,0,0,0,2024-03-08,0.0,1.0,0.0,0.0
70,68.5,67,76,68.3,60,30.0,30.0,29.9,0,0,0,0,0,0,2024-03-09,0.0,1.0,0.0,0.0
71,68.1,66,87,75.8,63,30.0,29.9,29.9,0,0,0,0,0,0,2024-03-10,0.0,1.0,0.0,0.0
70,69.1,68,91,75.0,60,29.9,29.9,29.9,0,0,0,0,0,0,2024-03-11,0.0,1.0,0.0,0.0
72,68.4,64,94,71.3,48,30.2,30.1,30.0,0,0,0,0,0,0,2024-03-12,0.0,1.0,0.0,0.0
74,70.5,68,84,75.7,57,30.2,30.1,30.1,0,0,0,0,0,0,2024-03-13,0.0,1.0,0.0,0.0
73,71.5,70,20,12.5,7,30.1,30.1,30.0,0,0,0,0,0,0,2024-03-14,0.0,1.0,0.0,0.0
73,72.2,69,14,8.8,3,30.1,30.1,30.0,0,0,0,0,0,0,2024-03-15,0.0,1.0,0.0,0.0
73,73.0,73,13,6.4,0,30.1,30.1,30.0,0,0,0,0,0,0,2024-03-16,0.0,1.0,0.0,0.0
63,58.3,55,15,5.5,0,30.0,30.0,29.9,0,0,0,0,0,0,2024-03-17,0.0,1.0,0.0,0.0
61,59.0,57,13,8.1,0,30.0,29.9,29.9,0,0,0,0,0,0,2024-03-18,0.0,1.0,0.0,0.0
65,62.8,60,16,6.2,0,30.0,29.9,29.8,0,0,0,0,0,0,2024-03-19,0.0,1.0,0.0,0.0
66,64.0,63,12,3.5,0,30.0,29.9,29.9,0,0,0,0,0,0,2024-03-20,0.0,1.0,0.0,0.0
68,65.6,64,14,6.0,0,0.00,0,0,0,0,0,0,0,0,2024-03-21,0.0,1.0,0.0,0.0
74,70.1,67,16,10.1,5,0.00,0,0,0,0,0,0,0,0,2024-03-22,0.0,1.0,0.0,0.0
72,70.3,66,6,6.0,6,0.00,0,0,0,0,0,0,0,0,2024-03-23,0.0,1.0,0.0,0.0
73,70.0,65,14,9.0,5,0.20,0,0,0,0,0,0,0,0,2024-03-24,0.0,1.0,0.0,0.0
72,62.9,56,13,7.2,3,0.06,0,0,0,0,0,0,0,0,2024-03-25,0.0,1.0,0.0,0.0
85,72.2,61,13,6.0,0,0.00,0,0,0,0,0,0,0,0,2024-03-26,0.0,1.0,0.0,0.0
84,74.5,64,15,9.0,0,0.11,0,0,0,0,0,0,0,0,2024-03-27,0.0,1.0,0.0,0.0
93,80.4,60,16,10.6,5,0.08,0,0,0,0,0,0,0,0,2024-03-28,0.0,1.0,0.0,0.0
93,79.4,55,14,7.2,0,0.00,0,0,0,0,0,0,0,0,2024-03-29,0.0,1.0,0.0,0.0
87,76.7,65,14,7.8,0,0.00,0,0,0,0,0,0,0,0,2024-03-30,0.0,1.0,0.0,0.0
94,81.4,60,14,7.8,0,0.00,0,0,0,0,0,0,0,0,2024-03-31,0.0,1.0,0.0,0.0
75,68.4,62,59,55.5,52,81,63.8,53,10,4.3,0,30.0,30.0,29.9,2024-02-01,0.0,1.0,0.0,0.0
77,68.0,57,62,57.4,52,84,69.5,56,15,5.2,0,29.9,29.9,29.8,2024-02-02,0.0,1.0,0.0,0.0
74,67.9,62,64,59.9,57,94,76.4,63,23,9.7,0,29.8,29.7,29.6,2024-02-03,0.0,1.0,0.0,0.0
68,63.0,60,62,58.0,53,96,84.5,59,13,4.4,0,29.6,29.6,29.5,2024-02-04,0.0,1.0,0.0,0.0
70,61.4,57,58,51.6,45,93,71.5,53,16,12.0,5,29.9,29.7,29.6,2024-02-05,0.0,1.0,0.0,0.0
76,64.8,56,55,51.0,46,77,62.1,43,17,8.8,3,30.1,30.0,29.9,2024-02-06,0.0,1.0,0.0,0.0
76,67.7,59,62,57.8,53,81,71.0,55,15,6.8,0,30.2,30.2,30.1,2024-02-07,0.0,1.0,0.0,0.0
76,71.6,68,58,55.7,54,63,57.1,51,15,9.8,5,30.3,30.2,30.1,2024-02-08,0.0,1.0,0.0,0.0
78,73.5,70,65,60.4,56,76,63.8,52,17,11.7,7,30.2,30.1,30.1,2024-02-09,0.0,1.0,0.0,0.0
79,74.2,72,70,67.6,65,91,79.8,68,17,10.9,6,30.1,30.0,30.0,2024-02-10,0.0,1.0,0.0,0.0
85,77.5,72,71,68.1,64,91,74.3,49,20,10.2,0,30.0,29.9,29.9,2024-02-11,0.0,1.0,0.0,0.0
81,74.0,63,73,63.4,50,96,72.1,37,12,6.8,0,30.1,30.0,29.9,2024-02-12,0.0,1.0,0.0,0.0
79,68.2,58,61,56.8,52,84,67.9,54,13,7.4,0,30.2,30.1,30.1,2024-02-13,0.0,1.0,0.0,0.0
77,71.1,66,60,57.5,56,73,62.6,50,13,7.5,0,30.2,30.1,30.1,2024-02-14,0.0,1.0,0.0,0.0
77,72.6,67,64,61.5,60,81,68.7,58,13,5.8,0,30.1,30.0,30.0,2024-02-15,0.0,1.0,0.0,0.0
83,75.0,66,69,66.6,63,90,75.9,60,13,6.1,0,30.0,29.9,29.8,2024-02-16,0.0,1.0,0.0,0.0
76,69.3,63,73,66.8,62,97,91.6,87,20,7.8,0,29.9,29.8,29.7,2024-02-17,0.0,1.0,0.0,0.0
69,62.9,58,61,57.1,54,96,82.0,65,15,9.1,0,30.2,30.0,29.8,2024-02-18,0.0,1.0,0.0,0.0
70,62.0,54,53,44.3,36,87,55.3,33,12,5.4,0,30.3,30.2,30.1,2024-02-19,0.0,1.0,0.0,0.0
73,63.7,55,50,44.2,30,80,53.2,22,13,6.8,3,30.2,30.2,30.1,2024-02-20,0.0,1.0,0.0,0.0
74,65.7,56,59,53.1,43,84,64.7,48,8,4.2,0,30.1,30.1,30.0,2024-02-21,0.0,1.0,0.0,0.0
79,68.9,56,60,56.3,52,87,66.1,46,17,6.7,0,30.0,29.9,29.9,2024-02-22,0.0,1.0,0.0,0.0
76,68.4,60,65,55.6,41,96,68.0,29,13,6.0,0,30.1,30.0,29.9,2024-02-23,0.0,1.0,0.0,0.0
76,65.4,54,49,44.0,38,77,48.4,26,9,4.6,0,30.2,30.1,30.1,2024-02-24,0.0,1.0,0.0,0.0
76,67.0,57,55,52.0,48,89,60.8,41,14,6.0,0,30.2,30.2,30.1,2024-02-25,0.0,1.0,0.0,0.0
77,69.5,59,60,55.5,53,83,62.4,48,16,7.8,0,30.2,30.1,30.1,2024-02-26,0.0,1.0,0.0,0.0
79,73.5,69,65,63.0,60,84,70.2,58,18,9.6,0,30.2,30.1,30.1,2024-02-27,0.0,1.0,0.0,0.0
81,73.8,66,68,64.8,60,93,74.5,49,13,6.1,0,30.2,30.2,30.1,2024-02-28,0.0,1.0,0.0,0.0
54,50.5,43,74,60.8,45,10,5.2,0,30.1,30.1,30.0,0.00,0,0,2024-02-29,0.0,1.0,0.0,0.0
67,61.3,55,54,46.2,43,75,58.8,42,14,7.6,0,30.2,30.1,30.0,2020-02-01,0.0,1.0,0.0,0.0
75,63.4,51,55,47.8,42,80,59.2,31,8,3.7,0,30.2,30.2,30.1,2020-02-02,0.0,1.0,0.0,0.0
78,70.3,60,61,57.5,54,80,64.9,50,15,5.3,0,30.2,30.1,30.1,2020-02-03,0.0,1.0,0.0,0.0
80,74.0,64,68,63.8,59,84,70.8,56,16,8.3,0,30.1,30.0,30.0,2020-02-04,0.0,1.0,0.0,0.0
84,78.0,75,72,69.7,68,87,75.8,65,24,13.9,6,30.0,29.9,29.8,2020-02-05,0.0,1.0,0.0,0.0
78,69.4,64,74,63.4,54,93,81.8,57,22,9.1,0,30.1,30.0,29.8,2020-02-06,0.0,1.0,0.0,0.0
75,67.6,59,60,53.6,45,70,60.7,53,15,7.6,3,30.3,30.2,30.1,2020-02-07,0.0,1.0,0.0,0.0
78,74.8,71,64,58.7,56,71,57.5,46,21,13.1,6,30.3,30.3,30.2,2020-02-08,0.0,1.0,0.0,0.0
82,77.5,74,68,66.0,63,74,67.5,58,20,15.0,10,30.3,30.2,30.1,2020-02-09,0.0,1.0,0.0,0.0
84,78.4,75,71,69.4,67,85,74.6,61,15,10.4,6,30.2,30.1,30.1,2020-02-10,0.0,1.0,0.0,0.0
84,79.2,75,71,69.4,68,87,72.3,60,20,10.8,0,30.1,30.1,30.1,2020-02-11,0.0,1.0,0.0,0.0
85,79.8,76,71,69.2,68,82,70.5,59,17,11.1,5,30.1,30.1,30.0,2020-02-12,0.0,1.0,0.0,0.0
87,77.5,73,70,67.5,64,87,72.1,49,12,5.2,0,30.2,30.1,30.1,2020-02-13,0.0,1.0,0.0,0.0
82,74.0,70,70,67.0,64,88,79.2,60,14,8.5,0,30.2,30.1,30.1,2020-02-14,0.0,1.0,0.0,0.0
82,76.2,72,70,67.2,63,87,74.5,56,14,8.9,0,30.1,30.1,30.0,2020-02-15,0.0,1.0,0.0,0.0
84,76.8,69,68,66.4,64,87,71.1,55,14,5.2,0,30.1,30.1,30.0,2020-02-16,0.0,1.0,0.0,0.0
84,79.1,74,70,68.0,66,79,68.8,58,16,12.4,5,30.2,30.1,30.1,2020-02-17,0.0,1.0,0.0,0.0
84,79.0,75,70,68.3,66,79,69.8,56,12,7.3,0,30.2,30.1,30.1,2020-02-18,0.0,1.0,0.0,0.0
85,78.8,75,72,69.6,68,85,73.8,58,14,7.1,0,30.1,30.1,30.0,2020-02-19,0.0,1.0,0.0,0.0
80,70.7,59,70,62.3,51,87,75.0,62,17,10.6,5,30.1,30.1,30.0,2020-02-20,0.0,1.0,0.0,0.0
76,65.8,59,59,53.7,50,78,65.9,46,20,11.2,0,30.2,30.1,30.1,2020-02-21,0.0,1.0,0.0,0.0
77,70.8,64,59,53.2,48,80,55.5,38,15,9.1,3,30.2,30.1,30.1,2020-02-22,0.0,1.0,0.0,0.0
79,73.8,69,61,55.8,50,66,53.5,45,17,9.8,0,30.1,30.1,30.0,2020-02-23,0.0,1.0,0.0,0.0
83,77.8,72,71,66.4,61,82,68.3,58,17,10.0,5,30.0,30.0,29.9,2020-02-24,0.0,1.0,0.0,0.0
86,77.9,69,73,69.5,62,85,75.9,61,18,10.7,5,30.0,30.0,29.9,2020-02-25,0.0,1.0,0.0,0.0
70,65.5,57,62,48.5,40,81,55.9,37,15,8.9,0,30.2,30.1,30.0,2020-02-26,0.0,1.0,0.0,0.0
68,59.7,52,44,39.1,33,64,48.3,29,16,9.4,3,30.3,30.2,30.2,2020-02-27,0.0,1.0,0.0,0.0
71,62.2,53,46,40.3,31,71,46.8,27,13,5.8,0,30.3,30.3,30.2,2020-02-28,0.0,1.0,0.0,0.0
69,64.5,56,90,83.4,73,20,7.3,0,30.0,30.0,29.9,1.33,0,0,2020-02-29,0.0,1.0,0.0,0.0
78,72.2,67,59,53.6,49,68,52.2,43,18,11.4,5,30.2,30.1,30.1,2020-03-01,0.0,1.0,0.0,0.0
81,76.1,70,68,65.0,59,84,68.7,60,20,10.8,5,30.1,30.0,30.0,2020-03-02,0.0,1.0,0.0,0.0
85,78.2,71,70,68.1,66,84,72.0,55,16,9.0,3,30.1,30.0,30.0,2020-03-03,0.0,1.0,0.0,0.0
89,81.5,76,72,69.4,66,85,68.1,46,14,8.4,6,30.1,30.0,30.0,2020-03-04,0.0,1.0,0.0,0.0
84,76.8,69,73,67.1,56,89,72.9,47,14,8.0,5,30.1,30.1,30.0,2020-03-05,0.0,1.0,0.0,0.0
74,67.8,60,51,46.0,38,54,45.7,40,17,12.2,6,30.3,30.2,30.1,2020-03-06,0.0,1.0,0.0,0.0
74,70.4,68,53,47.4,44,51,43.8,38,22,16.1,9,30.4,30.4,30.3,2020-03-07,0.0,1.0,0.0,0.0
78,73.5,71,58,53.9,46,61,50.4,41,29,18.8,13,30.4,30.4,30.3,2020-03-08,0.0,1.0,0.0,0.0
81,75.1,71,60,58.6,57,66,56.7,45,22,14.6,6,30.3,30.3,30.2,2020-03-09,0.0,1.0,0.0,0.0
81,74.5,70,65,61.4,57,76,64.3,45,16,8.2,0,30.2,30.1,30.1,2020-03-10,0.0,1.0,0.0,0.0
83,75.4,69,63,60.3,55,81,60.8,41,17,7.8,0,30.1,30.0,30.0,2020-03-11,0.0,1.0,0.0,0.0
83,76.3,67,66,61.6,59,79,61.3,44,14,7.6,0,30.2,30.1,30.1,2020-03-12,0.0,1.0,0.0,0.0
84,77.9,73,67,65.9,65,76,67.0,54,16,10.9,3,30.2,30.2,30.1,2020-03-13,0.0,1.0,0.0,0.0
83,77.7,73,67,64.3,62,76,63.7,52,15,9.2,6,30.2,30.2,30.1,2020-03-14,0.0,1.0,0.0,0.0
83,77.0,69,64,62.7,60,81,62.1,47,18,8.3,0,30.2,30.2,30.1,2020-03-15,0.0,1.0,0.0,0.0
83,77.4,73,66,64.5,63,73,64.7,54,15,10.7,6,30.2,30.2,30.1,2020-03-16,0.0,1.0,0.0,0.0
82,77.2,72,67,63.1,60,74,62.5,47,16,10.5,5,30.3,30.2,30.2,2020-03-17,0.0,1.0,0.0,0.0
83,78.5,76,68,66.0,62,74,65.8,51,18,14.3,10,30.3,30.3,30.2,2020-03-18,0.0,1.0,0.0,0.0
83,78.5,75,69,66.0,62,79,65.8,49,18,13.1,9,30.3,30.3,30.2,2020-03-19,0.0,1.0,0.0,0.0
84,78.5,75,68,65.7,63,76,65.2,51,14,11.2,7,30.3,30.2,30.2,2020-03-20,0.0,1.0,0.0,0.0
84,77.6,71,68,64.6,62,78,64.7,51,14,9.2,0,30.2,30.2,30.1,2020-03-21,0.0,1.0,0.0,0.0
83,77.8,73,67,65.3,62,79,65.9,49,18,8.5,0,30.2,30.2,30.1,2020-03-22,0.0,1.0,0.0,0.0
85,78.2,74,68,66.1,62,79,67.2,47,15,6.9,0,30.2,30.1,30.0,2020-03-23,0.0,1.0,0.0,0.0
89,79.3,72,69,65.3,60,87,64.5,39,13,6.5,0,30.1,30.0,29.9,2020-03-24,0.0,1.0,0.0,0.0
89,77.6,72,70,68.0,61,94,74.4,39,12,5.5,0,30.0,30.0,29.9,2020-03-25,0.0,1.0,0.0,0.0
86,78.8,72,69,67.2,65,84,68.5,51,13,5.8,0,30.1,30.0,30.0,2020-03-26,0.0,1.0,0.0,0.0
83,77.2,71,69,65.4,62,79,67.2,54,14,9.1,5,30.1,30.1,30.0,2020-03-27,0.0,1.0,0.0,0.0
85,79.5,75,71,68.9,67,82,70.6,58,15,9.8,6,30.2,30.1,30.0,2020-03-28,0.0,1.0,0.0,0.0
87,79.8,75,72,70.1,67,85,73.0,55,13,7.2,0,30.1,30.1,30.0,2020-03-29,0.0,1.0,0.0,0.0
